hour,tempC,precipMM,humidity,windspeedKmph,weatherDesc2,year,month,day,weekday,holidays,workday,rueckgaben,ausleihen
23,11,1.6,98,9,Moderate or heavy rain shower,2015,4,20,0,0,1,0,2
0,12,3.1,98,7,Moderate or heavy rain shower,2015,4,21,1,0,1,0,0
1,11,1.6,98,5,Moderate or heavy rain shower,2015,4,21,1,0,1,0,0
2,11,0.2,98,3,Light rain shower,2015,4,21,1,0,1,0,0
3,10,0.2,97,1,Light rain shower,2015,4,21,1,0,1,0,0
4,11,0.1,95,4,Light rain shower,2015,4,21,1,0,1,0,0
5,11,0.5,94,7,Light rain shower,2015,4,21,1,0,1,0,0
6,12,0.7,92,10,Light rain shower,2015,4,21,1,0,1,7,3
7,12,0.3,88,15,Light rain shower,2015,4,21,1,0,1,8,4
8,13,0.0,83,19,Sunny,2015,4,21,1,0,1,27,11
9,13,0.0,79,23,Sunny,2015,4,21,1,0,1,5,2
10,14,0.0,70,24,Sunny,2015,4,21,1,0,1,4,6
11,15,0.1,60,26,Sunny,2015,4,21,1,0,1,4,7
12,15,0.1,51,27,Sunny,2015,4,21,1,0,1,11,11
13,15,0.0,54,24,Sunny,2015,4,21,1,0,1,15,17
14,14,0.0,57,22,Sunny,2015,4,21,1,0,1,18,21
15,14,0.0,59,19,Sunny,2015,4,21,1,0,1,8,6
16,13,0.0,62,16,Sunny,2015,4,21,1,0,1,10,12
17,12,0.0,65,14,Sunny,2015,4,21,1,0,1,25,35
18,12,0.0,68,11,Clear,2015,4,21,1,0,1,21,29
19,12,0.0,67,12,Clear,2015,4,21,1,0,1,26,25
20,11,0.0,66,12,Clear,2015,4,21,1,0,1,11,9
21,11,0.0,66,12,Clear,2015,4,21,1,0,1,0,0
22,10,0.0,68,10,Clear,2015,4,21,1,0,1,0,0
23,10,0.0,70,8,Partly cloudy,2015,4,21,1,0,1,0,0
0,9,0.0,73,6,Partly cloudy,2015,4,22,2,0,1,0,0
1,9,0.0,74,7,Partly cloudy,2015,4,22,2,0,1,0,0
2,10,0.0,75,8,Clear,2015,4,22,2,0,1,0,0
3,10,0.0,77,9,Clear,2015,4,22,2,0,1,0,0
4,10,0.0,75,12,Clear,2015,4,22,2,0,1,0,0
5,10,0.0,74,14,Cloudy,2015,4,22,2,0,1,0,0
6,11,0.0,73,17,Cloudy,2015,4,22,2,0,1,12,4
7,12,0.0,69,19,Cloudy,2015,4,22,2,0,1,25,12
8,13,0.0,65,20,Cloudy,2015,4,22,2,0,1,23,18
9,14,0.0,61,22,Cloudy,2015,4,22,2,0,1,6,7
10,14,0.0,58,24,Cloudy,2015,4,22,2,0,1,2,6
11,15,0.0,54,26,Thundery outbreaks possible,2015,4,22,2,0,1,16,18
12,16,0.0,50,27,Thundery outbreaks possible,2015,4,22,2,0,1,9,2
13,15,0.0,60,24,Thundery outbreaks possible,2015,4,22,2,0,1,13,13
14,14,2.0,70,21,Moderate or heavy rain shower,2015,4,22,2,0,1,11,11
15,13,2.7,79,18,Moderate or heavy rain shower,2015,4,22,2,0,1,3,8
16,12,1.3,79,16,Moderate or heavy rain shower,2015,4,22,2,0,1,5,4
17,12,2.9,79,14,Torrential rain shower,2015,4,22,2,0,1,3,12
18,11,3.9,79,12,Torrential rain shower,2015,4,22,2,0,1,9,9
19,10,1.9,80,15,Torrential rain shower,2015,4,22,2,0,1,11,11
20,9,0.0,81,19,Clear,2015,4,22,2,0,1,6,7
21,8,0.0,82,23,Clear,2015,4,22,2,0,1,7,5
22,7,0.0,81,22,Clear,2015,4,22,2,0,1,2,4
23,6,0.0,80,21,Clear,2015,4,22,2,0,1,1,2
0,5,0.1,78,20,Clear,2015,4,23,3,0,1,1,0
1,5,0.0,78,21,Clear,2015,4,23,3,0,1,0,0
2,4,0.0,78,23,Clear,2015,4,23,3,0,1,1,0
3,4,0.0,78,24,Clear,2015,4,23,3,0,1,0,0
4,4,0.0,76,23,Clear,2015,4,23,3,0,1,0,0
5,4,0.0,74,23,Clear,2015,4,23,3,0,1,1,0
6,4,0.0,72,22,Sunny,2015,4,23,3,0,1,9,4
7,5,0.0,66,24,Sunny,2015,4,23,3,0,1,10,6
8,6,0.1,59,26,Light rain shower,2015,4,23,3,0,1,12,9
9,8,0.1,52,27,Light rain shower,2015,4,23,3,0,1,9,9
10,8,0.0,52,26,Light rain shower,2015,4,23,3,0,1,2,7
11,9,0.0,52,25,Partly cloudy,2015,4,23,3,0,1,8,7
12,9,0.0,51,24,Partly cloudy,2015,4,23,3,0,1,3,3
13,9,0.0,52,26,Partly cloudy,2015,4,23,3,0,1,8,5
14,9,0.1,53,29,Patchy rain possible,2015,4,23,3,0,1,11,9
15,8,0.1,54,31,Patchy rain possible,2015,4,23,3,0,1,4,9
16,7,0.0,57,28,Patchy rain possible,2015,4,23,3,0,1,7,7
17,6,0.1,59,24,Patchy rain possible,2015,4,23,3,0,1,8,14
18,6,0.1,62,21,Patchy rain possible,2015,4,23,3,0,1,13,16
19,5,0.0,61,21,Patchy rain possible,2015,4,23,3,0,1,13,16
20,4,0.0,61,21,Clear,2015,4,23,3,0,1,6,6
21,3,0.0,60,22,Clear,2015,4,23,3,0,1,2,3
22,3,0.0,63,21,Clear,2015,4,23,3,0,1,1,1
23,2,0.0,65,20,Clear,2015,4,23,3,0,1,0,0
0,2,0.0,67,19,Clear,2015,4,24,4,0,1,0,0
1,2,0.0,68,21,Clear,2015,4,24,4,0,1,0,0
2,2,0.0,68,22,Partly cloudy,2015,4,24,4,0,1,0,0
3,2,0.0,69,23,Partly cloudy,2015,4,24,4,0,1,0,0
4,2,0.0,66,24,Partly cloudy,2015,4,24,4,0,1,0,0
5,2,0.0,63,25,Clear,2015,4,24,4,0,1,1,0
6,2,0.0,60,26,Sunny,2015,4,24,4,0,1,7,3
7,3,0.0,56,26,Sunny,2015,4,24,4,0,1,14,4
8,5,0.0,52,27,Sunny,2015,4,24,4,0,1,13,11
9,6,0.0,49,28,Sunny,2015,4,24,4,0,1,12,6
10,7,0.0,48,26,Sunny,2015,4,24,4,0,1,3,4
11,8,0.0,46,24,Partly cloudy,2015,4,24,4,0,1,2,4
12,9,0.0,45,23,Partly cloudy,2015,4,24,4,0,1,7,7
13,9,0.0,45,24,Partly cloudy,2015,4,24,4,0,1,4,3
14,9,0.0,44,25,Partly cloudy,2015,4,24,4,0,1,10,3
15,9,0.0,44,26,Partly cloudy,2015,4,24,4,0,1,16,17
16,8,0.0,48,25,Partly cloudy,2015,4,24,4,0,1,7,9
17,7,0.0,52,24,Sunny,2015,4,24,4,0,1,12,19
18,5,0.0,56,23,Clear,2015,4,24,4,0,1,11,9
19,5,0.0,57,23,Clear,2015,4,24,4,0,1,9,11
20,4,0.0,58,23,Clear,2015,4,24,4,0,1,1,0
21,3,0.0,59,22,Clear,2015,4,24,4,0,1,0,2
22,3,0.0,59,20,Clear,2015,4,24,4,0,1,0,0
23,2,0.0,60,18,Clear,2015,4,24,4,0,1,0,0
0,2,0.0,61,16,Clear,2015,4,25,5,0,0,0,0
1,2,0.0,62,17,Clear,2015,4,25,5,0,0,0,0
2,2,0.0,63,18,Clear,2015,4,25,5,0,0,0,0
3,2,0.0,64,19,Clear,2015,4,25,5,0,0,0,0
4,2,0.0,62,18,Clear,2015,4,25,5,0,0,0,0
5,3,0.0,60,18,Clear,2015,4,25,5,0,0,0,0
6,4,0.0,58,17,Sunny,2015,4,25,5,0,0,0,0
7,5,0.0,55,18,Sunny,2015,4,25,5,0,0,2,0
8,7,0.0,51,18,Sunny,2015,4,25,5,0,0,2,3
9,8,0.0,48,18,Sunny,2015,4,25,5,0,0,8,9
10,10,0.0,47,16,Sunny,2015,4,25,5,0,0,10,11
11,11,0.0,45,13,Sunny,2015,4,25,5,0,0,11,5
12,13,0.0,44,11,Sunny,2015,4,25,5,0,0,14,24
13,13,0.0,44,11,Sunny,2015,4,25,5,0,0,25,19
14,13,0.0,44,11,Sunny,2015,4,25,5,0,0,24,14
15,13,0.0,44,12,Sunny,2015,4,25,5,0,0,30,34
16,12,0.0,49,9,Sunny,2015,4,25,5,0,0,21,22
17,11,0.0,53,6,Sunny,2015,4,25,5,0,0,20,24
18,10,0.0,58,3,Clear,2015,4,25,5,0,0,14,19
19,9,0.0,61,4,Clear,2015,4,25,5,0,0,19,14
20,9,0.0,64,5,Clear,2015,4,25,5,0,0,2,5
21,8,0.0,67,6,Clear,2015,4,25,5,0,0,12,6
22,7,0.0,68,9,Clear,2015,4,25,5,0,0,3,5
23,7,0.0,69,12,Clear,2015,4,25,5,0,0,7,4
0,6,0.0,70,15,Clear,2015,4,26,6,0,0,2,3
1,6,0.0,72,16,Clear,2015,4,26,6,0,0,1,1
2,5,0.0,74,17,Clear,2015,4,26,6,0,0,3,0
3,5,0.0,76,19,Clear,2015,4,26,6,0,0,0,3
4,5,0.0,74,18,Clear,2015,4,26,6,0,0,0,0
5,6,0.0,72,18,Clear,2015,4,26,6,0,0,0,0
6,6,0.0,70,17,Sunny,2015,4,26,6,0,0,1,1
7,7,0.0,67,15,Sunny,2015,4,26,6,0,0,7,3
8,9,0.0,63,14,Sunny,2015,4,26,6,0,0,7,5
9,10,0.0,60,12,Sunny,2015,4,26,6,0,0,6,11
10,11,0.0,56,10,Sunny,2015,4,26,6,0,0,11,19
11,12,0.0,53,8,Partly cloudy,2015,4,26,6,0,0,31,23
12,13,0.0,50,6,Partly cloudy,2015,4,26,6,0,0,22,33
13,13,0.0,51,7,Partly cloudy,2015,4,26,6,0,0,39,26
14,13,0.0,52,8,Partly cloudy,2015,4,26,6,0,0,46,42
15,14,0.0,53,9,Partly cloudy,2015,4,26,6,0,0,35,30
16,13,0.0,57,8,Partly cloudy,2015,4,26,6,0,0,41,66
17,12,0.0,60,8,Partly cloudy,2015,4,26,6,0,0,27,30
18,12,0.0,64,7,Partly cloudy,2015,4,26,6,0,0,28,15
19,10,0.0,65,10,Partly cloudy,2015,4,26,6,0,0,12,14
20,9,0.0,66,13,Clear,2015,4,26,6,0,0,2,3
21,8,0.0,68,17,Clear,2015,4,26,6,0,0,8,7
22,8,0.0,70,15,Clear,2015,4,26,6,0,0,2,4
23,7,0.0,72,14,Clear,2015,4,26,6,0,0,1,0
0,6,0.0,75,13,Clear,2015,4,27,0,0,1,0,0
1,6,0.0,77,14,Clear,2015,4,27,0,0,1,1,0
2,5,0.0,79,15,Partly cloudy,2015,4,27,0,0,1,0,0
3,5,0.0,81,16,Partly cloudy,2015,4,27,0,0,1,0,0
4,6,0.0,78,15,Partly cloudy,2015,4,27,0,0,1,0,0
5,6,0.0,75,13,Partly cloudy,2015,4,27,0,0,1,0,0
6,7,0.0,73,12,Partly cloudy,2015,4,27,0,0,1,7,3
7,9,0.0,67,13,Partly cloudy,2015,4,27,0,0,1,7,7
8,10,0.0,61,14,Partly cloudy,2015,4,27,0,0,1,14,14
9,12,0.0,56,15,Partly cloudy,2015,4,27,0,0,1,7,8
10,13,0.0,54,15,Partly cloudy,2015,4,27,0,0,1,4,7
11,13,0.1,53,15,Light rain shower,2015,4,27,0,0,1,12,9
12,14,0.1,52,15,Light rain shower,2015,4,27,0,0,1,5,4
13,14,0.0,55,15,Light rain shower,2015,4,27,0,0,1,8,10
14,14,0.0,58,14,Light rain shower,2015,4,27,0,0,1,8,7
15,14,0.1,61,14,Light rain shower,2015,4,27,0,0,1,5,6
16,13,0.0,62,13,Light rain shower,2015,4,27,0,0,1,9,6
17,13,0.0,64,13,Light rain shower,2015,4,27,0,0,1,18,27
18,13,0.0,65,13,Light rain shower,2015,4,27,0,0,1,19,21
19,13,0.0,67,13,Light rain shower,2015,4,27,0,0,1,22,22
20,12,0.0,69,12,Light rain shower,2015,4,27,0,0,1,11,9
21,12,0.0,71,12,Light rain shower,2015,4,27,0,0,1,6,4
22,11,0.0,76,11,Light rain shower,2015,4,27,0,0,1,3,2
23,10,0.0,80,11,Partly cloudy,2015,4,27,0,0,1,0,2
0,10,0.0,84,10,Partly cloudy,2015,4,28,1,0,1,1,0
1,9,0.0,84,11,Partly cloudy,2015,4,28,1,0,1,1,0
2,9,0.0,83,12,Patchy rain possible,2015,4,28,1,0,1,0,0
3,9,0.0,83,13,Patchy rain possible,2015,4,28,1,0,1,0,0
4,10,0.0,81,13,Patchy rain possible,2015,4,28,1,0,1,0,0
5,10,0.0,79,12,Partly cloudy,2015,4,28,1,0,1,2,0
6,11,0.0,77,12,Partly cloudy,2015,4,28,1,0,1,9,2
7,12,0.0,74,14,Partly cloudy,2015,4,28,1,0,1,13,9
8,13,0.4,70,15,Heavy rain at times,2015,4,28,1,0,1,16,13
9,14,0.5,67,16,Heavy rain at times,2015,4,28,1,0,1,5,5
10,15,0.2,65,15,Heavy rain at times,2015,4,28,1,0,1,8,11
11,16,0.0,62,14,Partly cloudy,2015,4,28,1,0,1,4,2
12,17,0.0,60,13,Partly cloudy,2015,4,28,1,0,1,10,9
13,17,0.0,61,14,Partly cloudy,2015,4,28,1,0,1,5,5
14,17,0.3,63,15,Moderate rain at times,2015,4,28,1,0,1,11,16
15,16,0.4,64,16,Moderate rain at times,2015,4,28,1,0,1,24,18
16,15,0.2,68,14,Moderate rain at times,2015,4,28,1,0,1,17,19
17,14,0.0,72,12,Partly cloudy,2015,4,28,1,0,1,29,48
18,13,0.0,76,10,Partly cloudy,2015,4,28,1,0,1,21,21
19,13,0.0,77,10,Partly cloudy,2015,4,28,1,0,1,23,24
20,12,0.0,78,11,Clear,2015,4,28,1,0,1,17,16
21,12,0.0,78,11,Clear,2015,4,28,1,0,1,5,5
22,11,0.0,80,12,Clear,2015,4,28,1,0,1,5,5
23,11,0.0,81,13,Clear,2015,4,28,1,0,1,0,2
0,11,0.0,82,13,Clear,2015,4,29,2,0,1,1,0
1,10,0.0,84,15,Clear,2015,4,29,2,0,1,0,0
2,10,0.0,85,17,Clear,2015,4,29,2,0,1,1,0
3,10,0.0,87,19,Clear,2015,4,29,2,0,1,0,0
4,11,0.0,84,17,Clear,2015,4,29,2,0,1,0,0
5,12,0.0,81,15,Clear,2015,4,29,2,0,1,1,0
6,12,0.0,78,13,Sunny,2015,4,29,2,0,1,17,8
7,14,0.0,71,13,Sunny,2015,4,29,2,0,1,19,16
8,16,0.0,64,14,Sunny,2015,4,29,2,0,1,24,22
9,18,0.0,57,14,Sunny,2015,4,29,2,0,1,12,13
10,18,0.0,53,13,Sunny,2015,4,29,2,0,1,16,15
11,19,0.0,50,11,Partly cloudy,2015,4,29,2,0,1,9,9
12,19,0.0,47,10,Partly cloudy,2015,4,29,2,0,1,8,4
13,20,0.0,47,9,Partly cloudy,2015,4,29,2,0,1,11,17
14,20,0.0,47,8,Sunny,2015,4,29,2,0,1,22,17
15,21,0.0,47,6,Sunny,2015,4,29,2,0,1,16,19
16,19,0.0,52,6,Sunny,2015,4,29,2,0,1,18,15
17,18,0.0,57,5,Sunny,2015,4,29,2,0,1,22,32
18,17,0.0,62,4,Clear,2015,4,29,2,0,1,23,24
19,15,0.0,68,6,Clear,2015,4,29,2,0,1,39,29
20,14,0.0,73,7,Clear,2015,4,29,2,0,1,18,23
21,12,0.0,79,9,Clear,2015,4,29,2,0,1,15,7
22,11,0.0,81,11,Clear,2015,4,29,2,0,1,6,9
23,11,0.0,83,14,Clear,2015,4,29,2,0,1,0,0
0,10,0.0,85,17,Clear,2015,4,30,3,0,1,1,0
1,9,0.0,86,17,Clear,2015,4,30,3,0,1,0,0
2,9,0.0,86,18,Clear,2015,4,30,3,0,1,1,0
3,8,0.0,87,18,Clear,2015,4,30,3,0,1,0,0
4,9,0.0,84,17,Clear,2015,4,30,3,0,1,0,0
5,9,0.0,82,15,Partly cloudy,2015,4,30,3,0,1,0,0
6,10,0.0,79,13,Partly cloudy,2015,4,30,3,0,1,11,3
7,11,0.0,74,16,Partly cloudy,2015,4,30,3,0,1,17,12
8,12,0.0,68,19,Sunny,2015,4,30,3,0,1,19,17
9,14,0.0,63,22,Sunny,2015,4,30,3,0,1,11,10
10,14,0.0,61,20,Sunny,2015,4,30,3,0,1,6,5
11,15,0.0,59,19,Sunny,2015,4,30,3,0,1,5,4
12,15,0.0,57,17,Sunny,2015,4,30,3,0,1,3,4
13,15,0.0,58,20,Sunny,2015,4,30,3,0,1,13,13
14,14,0.0,59,23,Sunny,2015,4,30,3,0,1,12,12
15,14,0.0,61,26,Sunny,2015,4,30,3,0,1,11,17
16,13,0.0,65,21,Sunny,2015,4,30,3,0,1,13,13
17,11,0.0,69,17,Partly cloudy,2015,4,30,3,0,1,21,34
18,10,0.0,73,13,Partly cloudy,2015,4,30,3,0,1,26,29
19,10,0.0,76,13,Partly cloudy,2015,4,30,3,0,1,20,21
20,9,0.0,78,13,Partly cloudy,2015,4,30,3,0,1,10,9
21,9,0.0,81,13,Partly cloudy,2015,4,30,3,0,1,5,3
22,9,0.0,80,11,Partly cloudy,2015,4,30,3,0,1,5,3
23,9,0.0,78,9,Partly cloudy,2015,4,30,3,0,1,1,1
0,9,0.0,77,8,Partly cloudy,2015,5,1,4,0,1,0,1
1,9,0.0,79,9,Partly cloudy,2015,5,1,4,0,1,0,0
2,8,0.0,81,11,Partly cloudy,2015,5,1,4,0,1,0,0
3,8,0.0,82,13,Partly cloudy,2015,5,1,4,0,1,0,0
4,8,0.0,80,11,Partly cloudy,2015,5,1,4,0,1,0,0
5,8,0.0,77,10,Cloudy,2015,5,1,4,0,1,0,0
6,9,0.0,74,9,Cloudy,2015,5,1,4,0,1,9,3
7,10,0.0,69,11,Cloudy,2015,5,1,4,0,1,15,11
8,12,0.0,64,13,Cloudy,2015,5,1,4,0,1,23,19
9,13,0.0,58,14,Cloudy,2015,5,1,4,0,1,10,9
10,13,0.0,59,14,Cloudy,2015,5,1,4,0,1,8,8
11,13,0.0,59,14,Overcast,2015,5,1,4,0,1,5,5
12,14,0.0,60,14,Overcast,2015,5,1,4,0,1,6,5
13,13,0.0,61,13,Overcast,2015,5,1,4,0,1,10,16
14,13,0.0,63,12,Sunny,2015,5,1,4,0,1,14,16
15,13,0.0,64,10,Sunny,2015,5,1,4,0,1,11,17
16,12,0.0,68,11,Sunny,2015,5,1,4,0,1,28,30
17,11,0.0,73,11,Cloudy,2015,5,1,4,0,1,34,35
18,10,0.0,77,12,Cloudy,2015,5,1,4,0,1,18,23
19,9,0.0,78,10,Cloudy,2015,5,1,4,0,1,8,8
20,9,0.0,79,9,Cloudy,2015,5,1,4,0,1,4,8
21,8,0.0,79,8,Cloudy,2015,5,1,4,0,1,4,1
22,8,0.0,82,6,Cloudy,2015,5,1,4,0,1,0,1
23,7,0.0,85,4,Partly cloudy,2015,5,1,4,0,1,2,2
0,7,0.0,87,2,Partly cloudy,2015,5,2,5,0,0,0,0
1,7,0.0,87,3,Partly cloudy,2015,5,2,5,0,0,0,0
2,6,0.0,87,4,Partly cloudy,2015,5,2,5,0,0,0,0
3,6,0.0,86,4,Partly cloudy,2015,5,2,5,0,0,0,0
4,8,0.0,81,4,Partly cloudy,2015,5,2,5,0,0,0,0
5,9,0.0,77,3,Partly cloudy,2015,5,2,5,0,0,0,0
6,10,0.0,72,2,Partly cloudy,2015,5,2,5,0,0,1,0
7,12,0.0,69,3,Partly cloudy,2015,5,2,5,0,0,1,0
8,14,0.0,67,3,Sunny,2015,5,2,5,0,0,8,11
9,16,0.0,65,4,Sunny,2015,5,2,5,0,0,8,11
10,16,0.0,61,7,Sunny,2015,5,2,5,0,0,10,17
11,17,0.0,58,9,Sunny,2015,5,2,5,0,0,30,28
12,18,0.0,54,12,Sunny,2015,5,2,5,0,0,34,31
13,17,0.0,58,15,Sunny,2015,5,2,5,0,0,30,32
14,16,0.0,62,18,Sunny,2015,5,2,5,0,0,38,38
15,14,0.0,65,21,Sunny,2015,5,2,5,0,0,39,42
16,13,0.0,69,18,Sunny,2015,5,2,5,0,0,35,30
17,12,0.0,73,15,Sunny,2015,5,2,5,0,0,49,30
18,11,0.0,77,12,Clear,2015,5,2,5,0,0,17,21
19,10,0.0,77,12,Clear,2015,5,2,5,0,0,15,11
20,10,0.0,77,12,Partly cloudy,2015,5,2,5,0,0,7,10
21,10,0.0,78,13,Partly cloudy,2015,5,2,5,0,0,4,1
22,10,0.0,80,11,Partly cloudy,2015,5,2,5,0,0,0,0
23,10,0.0,82,9,Clear,2015,5,2,5,0,0,0,0
0,10,0.0,84,7,Clear,2015,5,3,6,0,0,0,1
1,9,0.0,84,7,Clear,2015,5,3,6,0,0,3,5
2,9,0.0,83,7,Clear,2015,5,3,6,0,0,1,0
3,9,0.0,83,8,Clear,2015,5,3,6,0,0,0,0
4,10,0.0,81,6,Clear,2015,5,3,6,0,0,0,0
5,11,0.0,78,4,Clear,2015,5,3,6,0,0,0,0
6,12,0.0,76,2,Sunny,2015,5,3,6,0,0,0,1
7,14,0.0,69,2,Sunny,2015,5,3,6,0,0,1,1
8,17,0.0,63,2,Sunny,2015,5,3,6,0,0,4,6
9,19,0.0,57,3,Sunny,2015,5,3,6,0,0,15,10
10,20,0.0,53,5,Sunny,2015,5,3,6,0,0,14,15
11,21,0.0,49,7,Sunny,2015,5,3,6,0,0,35,37
12,22,0.0,45,9,Sunny,2015,5,3,6,0,0,52,32
13,21,0.0,49,12,Sunny,2015,5,3,6,0,0,43,34
14,20,0.0,53,15,Partly cloudy,2015,5,3,6,0,0,56,52
15,19,0.0,57,18,Partly cloudy,2015,5,3,6,0,0,49,35
16,18,0.0,63,17,Partly cloudy,2015,5,3,6,0,0,42,49
17,17,0.0,68,16,Partly cloudy,2015,5,3,6,0,0,53,42
18,15,0.0,73,15,Partly cloudy,2015,5,3,6,0,0,18,16
19,15,0.0,73,14,Partly cloudy,2015,5,3,6,0,0,16,42
20,14,0.0,74,13,Partly cloudy,2015,5,3,6,0,0,21,18
21,14,0.0,74,12,Partly cloudy,2015,5,3,6,0,0,3,4
22,13,0.0,76,11,Partly cloudy,2015,5,3,6,0,0,2,1
23,13,0.0,78,9,Clear,2015,5,3,6,0,0,0,0
0,12,0.0,80,7,Clear,2015,5,4,0,0,1,1,0
1,12,0.0,81,8,Clear,2015,5,4,0,0,1,0,0
2,12,0.0,82,9,Clear,2015,5,4,0,0,1,0,0
3,12,0.0,83,9,Clear,2015,5,4,0,0,1,0,0
4,13,0.0,79,9,Clear,2015,5,4,0,0,1,0,0
5,14,0.0,75,9,Clear,2015,5,4,0,0,1,3,0
6,15,0.0,71,9,Sunny,2015,5,4,0,0,1,17,11
7,17,0.0,66,11,Sunny,2015,5,4,0,0,1,16,14
8,18,0.0,61,13,Sunny,2015,5,4,0,0,1,29,30
9,19,0.0,56,15,Sunny,2015,5,4,0,0,1,14,12
10,21,0.0,51,16,Sunny,2015,5,4,0,0,1,10,11
11,22,0.0,46,18,Sunny,2015,5,4,0,0,1,14,16
12,23,0.0,42,20,Sunny,2015,5,4,0,0,1,8,7
13,23,0.0,43,22,Sunny,2015,5,4,0,0,1,14,13
14,23,0.0,44,24,Sunny,2015,5,4,0,0,1,15,17
15,24,0.0,45,26,Sunny,2015,5,4,0,0,1,19,25
16,22,0.0,50,23,Sunny,2015,5,4,0,0,1,23,13
17,21,0.0,55,21,Sunny,2015,5,4,0,0,1,35,55
18,19,0.0,61,19,Clear,2015,5,4,0,0,1,47,45
19,19,0.0,60,21,Clear,2015,5,4,0,0,1,34,40
20,18,0.0,60,23,Clear,2015,5,4,0,0,1,23,29
21,17,0.0,60,26,Clear,2015,5,4,0,0,1,14,14
22,17,0.0,63,22,Clear,2015,5,4,0,0,1,5,4
23,16,0.0,67,18,Clear,2015,5,4,0,0,1,4,2
0,16,0.0,70,14,Clear,2015,5,5,1,0,1,0,1
1,15,0.0,73,14,Clear,2015,5,5,1,0,1,0,0
2,15,0.0,75,14,Clear,2015,5,5,1,0,1,0,0
3,15,0.0,78,14,Clear,2015,5,5,1,0,1,0,0
4,16,0.0,77,12,Clear,2015,5,5,1,0,1,0,0
5,17,0.0,77,10,Partly cloudy,2015,5,5,1,0,1,3,0
6,18,0.0,76,8,Partly cloudy,2015,5,5,1,0,1,10,3
7,18,0.0,75,7,Partly cloudy,2015,5,5,1,0,1,14,10
8,19,0.0,74,7,Partly cloudy,2015,5,5,1,0,1,23,24
9,20,0.0,73,6,Partly cloudy,2015,5,5,1,0,1,9,9
10,21,0.0,69,5,Partly cloudy,2015,5,5,1,0,1,14,14
11,22,0.1,66,4,Light rain shower,2015,5,5,1,0,1,4,6
12,23,0.2,63,4,Light rain shower,2015,5,5,1,0,1,11,9
13,23,0.1,60,6,Light rain shower,2015,5,5,1,0,1,9,8
14,23,0.1,57,8,Patchy rain possible,2015,5,5,1,0,1,6,18
15,24,0.1,54,10,Patchy rain possible,2015,5,5,1,0,1,21,14
16,22,0.0,58,9,Patchy rain possible,2015,5,5,1,0,1,19,17
17,21,0.3,62,9,Patchy rain possible,2015,5,5,1,0,1,25,34
18,20,0.4,66,9,Patchy rain possible,2015,5,5,1,0,1,31,28
19,19,0.2,67,7,Patchy rain possible,2015,5,5,1,0,1,26,31
20,18,0.0,68,6,Clear,2015,5,5,1,0,1,17,22
21,17,0.0,69,5,Clear,2015,5,5,1,0,1,5,6
22,17,0.0,68,7,Clear,2015,5,5,1,0,1,8,2
23,17,0.0,66,9,Partly cloudy,2015,5,5,1,0,1,6,9
0,16,0.0,65,11,Partly cloudy,2015,5,6,2,0,1,0,2
1,16,0.0,64,12,Partly cloudy,2015,5,6,2,0,1,4,2
2,16,0.0,63,14,Partly cloudy,2015,5,6,2,0,1,0,2
3,16,0.0,62,15,Partly cloudy,2015,5,6,2,0,1,0,0
4,15,0.0,64,14,Partly cloudy,2015,5,6,2,0,1,0,0
5,15,0.1,66,13,Patchy light drizzle,2015,5,6,2,0,1,3,2
6,14,0.2,67,12,Patchy light drizzle,2015,5,6,2,0,1,11,6
7,15,0.1,68,13,Patchy light drizzle,2015,5,6,2,0,1,14,9
8,15,0.1,68,15,Light drizzle,2015,5,6,2,0,1,24,17
9,15,0.2,68,17,Light drizzle,2015,5,6,2,0,1,6,6
10,16,0.1,65,14,Light drizzle,2015,5,6,2,0,1,6,6
11,16,0.1,62,11,Patchy light drizzle,2015,5,6,2,0,1,9,6
12,17,0.2,58,8,Patchy light drizzle,2015,5,6,2,0,1,7,8
13,17,0.1,58,9,Patchy light drizzle,2015,5,6,2,0,1,7,12
14,17,0.0,58,11,Partly cloudy,2015,5,6,2,0,1,7,7
15,18,0.0,58,12,Partly cloudy,2015,5,6,2,0,1,15,8
16,16,0.0,64,10,Partly cloudy,2015,5,6,2,0,1,7,4
17,15,0.0,69,9,Partly cloudy,2015,5,6,2,0,1,18,35
18,14,0.0,75,8,Partly cloudy,2015,5,6,2,0,1,40,40
19,14,0.0,78,7,Partly cloudy,2015,5,6,2,0,1,28,19
20,14,0.0,82,7,Clear,2015,5,6,2,0,1,15,19
21,14,0.0,85,6,Clear,2015,5,6,2,0,1,11,10
22,14,0.0,85,5,Clear,2015,5,6,2,0,1,7,9
23,14,0.0,86,3,Clear,2015,5,6,2,0,1,4,4
0,14,0.0,86,1,Clear,2015,5,7,3,0,1,1,0
1,14,0.0,84,3,Clear,2015,5,7,3,0,1,0,0
2,14,0.0,82,4,Clear,2015,5,7,3,0,1,0,0
3,14,0.0,80,5,Clear,2015,5,7,3,0,1,0,0
4,16,0.0,76,4,Clear,2015,5,7,3,0,1,0,0
5,17,0.0,71,4,Clear,2015,5,7,3,0,1,1,0
6,19,0.0,66,4,Sunny,2015,5,7,3,0,1,10,5
7,20,0.0,60,6,Sunny,2015,5,7,3,0,1,17,9
8,20,0.0,55,8,Sunny,2015,5,7,3,0,1,23,16
9,21,0.0,49,9,Sunny,2015,5,7,3,0,1,14,15
10,22,0.0,48,10,Sunny,2015,5,7,3,0,1,6,8
